0,operacoes,Operações,
0,selecao,Seleção,
0,repeticao,Repetição,
0,vetores,Vetores,
0,funcoes,Funções,
0,ponteiros,Ponteiros,
0,strings,Strings,
0,matrizes,Matrizes,
0,structs,Structs,
0,recursao,Recursão,
0,__orphan__,__orphan__,__orphan__
9,basic,basic,basic
